type	league	clubIndex	club	playerIndex	player	position	age	overall	nationality	speed	resistance	quality	morale	style	formation	value	wage	uid	provenance
P	eu_austria	2	Red Bull Salzburg	1	Ibrahim Sekagya	1	29	75	Unknown	74	77	66	55	0	0	5625000	310000	eu:ibrahimsekagya	SEASON_APPS_FIFA11
P	eu_austria	2	Red Bull Salzburg	2	Rabiu Afolabi	1	30	75	Unknown	70	60	71	55	0	0	5625000	310000	eu:rabiuafolabi	SEASON_APPS_FIFA11
P	eu_austria	2	Red Bull Salzburg	3	David Mendes da Silva	2	27	73	Unknown	73	64	71	55	0	0	4761000	260000	eu:davidmendesdasilva	SEASON_APPS_FIFA11
P	eu_austria	2	Red Bull Salzburg	4	Jakob Jantscher	3	21	74	Unknown	78	62	68	55	0	0	5184000	280000	eu:jakobjantscher	SEASON_APPS_FIFA11
P	eu_austria	2	Red Bull Salzburg	5	Dušan Švento	2	25	74	Unknown	72	78	56	55	0	0	5184000	280000	eu:dusansvento	SEASON_APPS_FIFA11
P	eu_austria	2	Red Bull Salzburg	6	Gonzalo Zárate	3	25	75	Unknown	67	52	64	55	0	0	5625000	310000	eu:gonzalozarate	SEASON_APPS_FIFA11
P	eu_austria	2	Red Bull Salzburg	7	Johan Vonlanthen	3	24	69	Unknown	66	60	67	55	0	0	3249000	180000	eu:johanvonlanthen	SEASON_APPS_FIFA11
P	eu_austria	2	Red Bull Salzburg	8	Nikola Pokrivač	2	24	69	Unknown	77	62	62	55	0	0	3249000	180000	eu:nikolapokrivac	SEASON_APPS_FIFA11
P	eu_austria	2	Red Bull Salzburg	9	Simon Cziommer	2	29	72	Unknown	65	76	62	55	0	0	4356000	240000	eu:simoncziommer	SEASON_APPS_FIFA11
P	eu_austria	2	Red Bull Salzburg	10	Franz Schiemer	1	24	74	Unknown	55	70	63	55	0	0	5184000	280000	eu:franzschiemer	SEASON_APPS_FIFA11
P	eu_austria	2	Red Bull Salzburg	11	Roman Wallner	3	28	75	Unknown	65	76	46	55	0	0	5625000	310000	eu:romanwallner	SEASON_APPS_FIFA11
P	eu_austria	2	Red Bull Salzburg	12	Andreas Ulmer	1	24	69	Unknown	75	56	61	55	0	0	3249000	180000	eu:andreasulmer	SEASON_APPS_FIFA11
P	eu_austria	2	Red Bull Salzburg	13	Christian Schwegler	1	26	71	Unknown	60	72	52	55	0	0	3969000	220000	eu:christianschwegler	SEASON_APPS_FIFA11
P	eu_austria	2	Red Bull Salzburg	14	Louis Clément Ngwat-Mahop	2	21	71	Unknown	62	73	74	55	0	0	3969000	220000	eu:louisclementngwatmahop	ESTIMATED
P	eu_austria	2	Red Bull Salzburg	15	Milan Dudić	1	30	70	Unknown	82	50	61	55	0	0	3600000	200000	eu:milandudic	SEASON_APPS_FIFA11
P	eu_austria	2	Red Bull Salzburg	16	Thomas Augustinussen	2	29	69	Unknown	68	82	47	55	0	0	3249000	180000	eu:thomasaugustinussen	SEASON_APPS_FIFA11
P	eu_austria	2	Red Bull Salzburg	17	Robin Nelisse	3	32	67	Unknown	80	41	63	55	0	0	2601000	140000	eu:robinnelisse	SEASON_APPS_FIFA11
P	eu_austria	2	Red Bull Salzburg	18	Stefan Hierländer	1	19	71	Unknown	65	69	54	55	0	0	3969000	220000	eu:stefanhierlander	SEASON_APPS_FIFA11
P	eu_austria	2	Red Bull Salzburg	19	Gerhard Tremmel	0	31	75	Unknown	72	80	76	55	0	0	5625000	310000	eu:gerhardtremmel:16111978	SEASON_ARCHIVE_EST_RATING
P	eu_austria	2	Red Bull Salzburg	20	Eddie Gustafsson	0	33	69	Unknown	64	67	64	55	0	0	3249000	180000	eu:eddiegustafsson:31011977	SEASON_ARCHIVE_EST_RATING
P	eu_austria	2	Red Bull Salzburg	21	Martin Hinteregger	1	17	72	Unknown	71	73	71	55	0	0	4356000	240000	eu:martinhinteregger:07091992	SEASON_ARCHIVE_EST_RATING
P	eu_austria	2	Red Bull Salzburg	22	Joaquín Boghossian	3	23	71	Unknown	75	67	74	55	0	0	3969000	220000	eu:joaquinboghossian:19061987	SEASON_ARCHIVE_EST_RATING
T	eu_austria	3	Sturm Graz	-1		-1	2010	0	Austria	0	0	0	55	55	2	0	0	eu_austria:3	REGISTRY
P	eu_austria	3	Sturm Graz	0	Andreas Hölzl	2	25	72	Unknown	61	69	64	55	0	0	4356000	240000	eu:andreasholzl	SEASON_APPS_FIFA11
P	eu_austria	3	Sturm Graz	1	Imre Szabics	3	29	72	Unknown	67	65	68	55	0	0	4356000	240000	eu:imreszabics	SEASON_APPS_FIFA11
P	eu_austria	3	Sturm Graz	2	Samir Muratović	2	34	70	Unknown	72	72	61	55	0	0	3600000	200000	eu:samirmuratovic	SEASON_APPS_FIFA11
P	eu_austria	3	Sturm Graz	3	Mario Kienzl	2	26	71	Unknown	72	61	64	55	0	0	3969000	220000	eu:mariokienzl	SEASON_APPS_FIFA11
P	eu_austria	3	Sturm Graz	4	Joachim Standfest	2	30	72	Unknown	71	66	62	55	0	0	4356000	240000	eu:joachimstandfest	SEASON_APPS_FIFA11
P	eu_austria	3	Sturm Graz	5	Manuel Weber	2	24	72	Unknown	73	66	65	55	0	0	4356000	240000	eu:manuelweber	SEASON_APPS_FIFA11
P	eu_austria	3	Sturm Graz	6	Klaus Salmutter	2	26	68	Unknown	65	58	60	55	0	0	2916000	160000	eu:klaussalmutter	SEASON_APPS_FIFA11
P	eu_austria	3	Sturm Graz	7	Mario Haas	3	35	72	Unknown	69	58	63	55	0	0	4356000	240000	eu:mariohaas	SEASON_APPS_FIFA11
P	eu_austria	3	Sturm Graz	8	Timo Perthel	2	21	69	Unknown	79	54	61	55	0	0	3249000	180000	eu:timoperthel	SEASON_APPS_FIFA11
P	eu_austria	3	Sturm Graz	9	Thomas Burgstaller	1	30	69	Unknown	62	64	55	55	0	0	3249000	180000	eu:thomasburgstaller	SEASON_APPS_FIFA11
P	eu_austria	3	Sturm Graz	10	Christian Gratzei	0	28	72	Unknown	68	66	69	55	0	0	4356000	240000	eu:christiangratzei	SEASON_APPS_EST_RATING
P	eu_austria	3	Sturm Graz	11	Gordon Schildenfeld	1	25	73	Unknown	69	72	67	55	0	0	4761000	260000	eu:gordonschildenfeld	SEASON_APPS_EST_RATING
P	eu_austria	3	Sturm Graz	12	Ferdinand Feldhofer	1	30	70	Unknown	74	63	67	55	0	0	3600000	200000	eu:ferdinandfeldhofer	SEASON_APPS_EST_RATING
P	eu_austria	3	Sturm Graz	13	Mario Klem	2	31	66	Unknown	67	70	60	55	0	0	2304000	120000	eu:marioklem	ESTIMATED
P	eu_austria	3	Sturm Graz	14	Haris Bukva	2	22	67	Unknown	63	69	61	55	0	0	2601000	140000	eu:harisbukva	SEASON_APPS_EST_RATING
P	eu_austria	3	Sturm Graz	15	Roman Kienast	3	26	72	Unknown	76	67	73	55	0	0	4356000	240000	eu:romankienast	SEASON_APPS_EST_RATING
P	eu_austria	3	Sturm Graz	16	Patrick Wolf	2	29	68	Unknown	71	63	69	55	0	0	2916000	160000	eu:patrickwolf	SEASON_APPS_EST_RATING
P	eu_austria	3	Sturm Graz	17	Dominic Pürcher	1	22	69	Unknown	68	68	67	55	0	0	3249000	180000	eu:dominicpurcher:24061988	SEASON_ARCHIVE_EST_RATING
P	eu_austria	3	Sturm Graz	18	Martin Ehrenreich	1	27	68	Unknown	74	71	70	55	0	0	2916000	160000	eu:martinehrenreich:10051983	SEASON_ARCHIVE_EST_RATING
T	eu_azerbaijan	0	Neftçi PFK	-1		-1	2010	0	Azerbaijan	0	0	0	55	55	2	0	0	eu_azerbaijan:0	REGISTRY
P	eu_azerbaijan	0	Neftçi PFK	0	Rauf Mehdiyev	0	33	62	Unknown	66	53	54	55	0	0	1296000	70000	eu:raufmehdiyev	SEASON_APPS_EST_RATING
P	eu_azerbaijan	0	Neftçi PFK	1	Paulius Grybauskas	0	28	64	Unknown	61	65	67	55	0	0	1764000	90000	eu:pauliusgrybauskas	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	2	Emil Balayev	1	29	63	Unknown	62	66	63	55	0	0	1521000	80000	eu:emilbalayev	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	3	Ruslan Abishov	1	28	60	Unknown	65	60	66	55	0	0	900000	50000	eu:ruslanabishov	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	4	Igor Mitreski	1	31	61	Unknown	59	54	63	55	0	0	1089000	60000	eu:igormitreski	SEASON_APPS_EST_RATING
P	eu_azerbaijan	0	Neftçi PFK	5	Mahir Shukurov	1	24	58	Unknown	65	62	64	55	0	0	576000	50000	eu:mahirshukurov	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	6	Rail Melikov	1	25	60	Unknown	58	63	56	55	0	0	900000	50000	eu:railmelikov	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	7	Slavčo Georgievski	1	24	63	Unknown	65	63	67	55	0	0	1521000	80000	eu:slavcogeorgievski	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	8	Flavinho	2	20	59	Unknown	54	58	59	55	0	0	729000	50000	eu:flavinho	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	9	Rashad Abdullayev	2	29	62	Unknown	65	65	59	55	0	0	1296000	70000	eu:rashadabdullayev	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	10	Rodriguinho	2	31	58	Unknown	58	61	64	55	0	0	576000	50000	eu:rodriguinho	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	11	Elmar Bakhshiyev	2	27	62	Unknown	68	67	61	55	0	0	1296000	70000	eu:elmarbakhshiyev	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	12	Amit Guluzade	2	17	66	Unknown	73	63	60	55	0	0	2304000	120000	eu:amitguluzade	SEASON_APPS_EST_RATING
P	eu_azerbaijan	0	Neftçi PFK	13	Yacine Hima	2	30	66	Unknown	66	70	60	55	0	0	2304000	120000	eu:yacinehima	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	14	Vladimir Burduli	2	23	66	Unknown	65	67	63	55	0	0	2304000	120000	eu:vladimirburduli	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	15	Bahodir Nasimov	3	23	61	Unknown	66	60	60	55	0	0	1089000	60000	eu:bahodirnasimov	SEASON_APPS_EST_RATING
P	eu_azerbaijan	0	Neftçi PFK	16	Émile Mpenza	3	32	61	Unknown	50	55	61	55	0	0	1089000	60000	eu:emilempenza	SEASON_APPS_EST_RATING
P	eu_azerbaijan	0	Neftçi PFK	17	Farid Guliyev	3	23	61	Unknown	63	61	58	55	0	0	1089000	60000	eu:faridguliyev	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	18	Ruslan Gurbanov	3	28	65	Unknown	69	62	62	55	0	0	2025000	110000	eu:ruslangurbanov	ESTIMATED
T	eu_azerbaijan	1	Qarabağ FK	-1		-1	2010	0	Azerbaijan	0	0	0	55	55	2	0	0	eu_azerbaijan:1	REGISTRY
P	eu_azerbaijan	1	Qarabağ FK	0	Farhad Valiyev	0	29	62	Unknown	64	58	58	55	0	0	1296000	70000	eu:farhadvaliyev	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	1	Bojan Pavlović	0	23	62	Unknown	65	60	59	55	0	0	1296000	70000	eu:bojanpavlovic	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	2	Sahil Kerimov	1	30	59	Unknown	67	58	56	55	0	0	729000	50000	eu:sahilkerimov	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	3	Rashad Sadygov	1	23	66	Unknown	67	67	61	55	0	0	2304000	120000	eu:rashadsadygov	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	4	Admir Teli	1	29	65	Unknown	56	68	65	55	0	0	2025000	110000	eu:admirteli	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	5	Zaur Hashimov	1	28	63	Unknown	71	61	57	55	0	0	1521000	80000	eu:zaurhashimov	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	6	Aftandil Hajiyev	1	31	62	Unknown	56	68	59	55	0	0	1296000	70000	eu:aftandilhajiyev	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	7	Ilgar Gurbanov	1	33	60	Unknown	51	55	56	55	0	0	900000	50000	eu:ilgargurbanov	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	8	Maksim Medvedev	1	20	61	Unknown	63	51	53	55	0	0	1089000	60000	eu:maksimmedvedev	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	9	Samir Abasov	1	32	66	Unknown	61	66	71	55	0	0	2304000	120000	eu:samirabasov	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	10	Namig Yusifov	2	23	66	Unknown	70	64	72	55	0	0	2304000	120000	eu:namigyusifov	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	11	Elvin Mammadov	2	22	62	Unknown	63	69	66	55	0	0	1296000	70000	eu:elvinmammadov	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	12	Devran Ayhan	2	28	58	Unknown	58	62	63	55	0	0	576000	50000	eu:devranayhan	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	13	Emin Imamaliyev	3	29	61	Unknown	62	62	54	55	0	0	1089000	60000	eu:eminimamaliyev	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	14	Nderim Nexhipi	2	31	62	Unknown	63	66	57	55	0	0	1296000	70000	eu:nderimnexhipi	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	15	Vugar Nadirov	3	23	65	Unknown	70	69	67	55	0	0	2025000	110000	eu:vugarnadirov	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	16	Afran Ismayilov	3	21	62	Unknown	58	55	60	55	0	0	1296000	70000	eu:afranismayilov	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	17	Andrejs Rubins	2	31	63	Unknown	54	64	65	55	0	0	1521000	80000	eu:andrejsrubins	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	18	Giorgi Adamia	3	29	61	Unknown	55	53	56	55	0	0	1089000	60000	eu:giorgiadamia	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	19	Rauf Aliyev	3	21	61	Unknown	66	60	54	55	0	0	1089000	60000	eu:raufaliyev	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	20	Tural Isgandarov	3	33	58	Unknown	57	63	55	55	0	0	576000	50000	eu:turalisgandarov	ESTIMATED
T	eu_belarus	0	BATE Borisov	-1		-1	2010	0	Belarus	0	0	0	55	55	2	0	0	eu_belarus:0	REGISTRY
P	eu_belarus	0	BATE Borisov	0	Sergey Veremko	0	32	62	Unknown	59	65	68	55	0	0	1296000	70000	eu:sergeyveremko	ESTIMATED
P	eu_belarus	0	BATE Borisov	1	Aleksandr Gutor	0	32	66	Unknown	63	61	69	55	0	0	2304000	120000	eu:aleksandrgutor	ESTIMATED
P	eu_belarus	0	BATE Borisov	2	Roman Stepanov	1	24	62	Unknown	61	65	58	55	0	0	1296000	70000	eu:romanstepanov	ESTIMATED
P	eu_belarus	0	BATE Borisov	3	Aleksandr Yurevich	1	20	62	Unknown	61	57	56	55	0	0	1296000	70000	eu:aleksandryurevich	ESTIMATED
P	eu_belarus	0	BATE Borisov	4	Sergey Sosnovskiy	1	21	66	Unknown	67	64	72	55	0	0	2304000	120000	eu:sergeysosnovskiy	ESTIMATED
P	eu_belarus	0	BATE Borisov	5	Maksim Bordachev	1	22	69	Unknown	69	71	73	55	0	0	3249000	180000	eu:maksimbordachev	ESTIMATED
P	eu_belarus	0	BATE Borisov	6	Aleksandr Pavlov	1	29	70	Unknown	74	64	69	55	0	0	3600000	200000	eu:aleksandrpavlov	ESTIMATED
P	eu_belarus	0	BATE Borisov	7	Dmitri Likhtarovich	1	31	65	Unknown	69	69	60	55	0	0	2025000	110000	eu:dmitrilikhtarovich	ESTIMATED
P	eu_belarus	0	BATE Borisov	8	Renan Bressan	2	21	65	Unknown	61	61	61	55	0	0	2025000	110000	eu:renanbressan	SEASON_APPS_EST_RATING
P	eu_belarus	0	BATE Borisov	9	Pavel Nekhaychik	2	24	62	Unknown	63	66	60	55	0	0	1296000	70000	eu:pavelnekhaychik	ESTIMATED
P	eu_belarus	0	BATE Borisov	10	Igor Stasevich	2	32	63	Unknown	62	64	69	55	0	0	1521000	80000	eu:igorstasevich	ESTIMATED
P	eu_belarus	0	BATE Borisov	11	Aleksandr Volodko	2	22	67	Unknown	60	63	62	55	0	0	2601000	140000	eu:aleksandrvolodko	ESTIMATED
P	eu_belarus	0	BATE Borisov	12	Aleksandr Karnitskiy	2	32	68	Unknown	74	75	65	55	0	0	2916000	160000	eu:aleksandrkarnitskiy	ESTIMATED
P	eu_belarus	0	BATE Borisov	13	Vitali Rodionov	2	32	70	Unknown	66	77	67	55	0	0	3600000	200000	eu:vitalirodionov	ESTIMATED
P	eu_belarus	0	BATE Borisov	14	Maksim Skavysh	3	20	65	Unknown	58	56	63	55	0	0	2025000	110000	eu:maksimskavysh	SEASON_APPS_EST_RATING
P	eu_belarus	0	BATE Borisov	15	Artem Kontsevoy	3	32	70	Unknown	61	73	69	55	0	0	3600000	200000	eu:artemkontsevoy	ESTIMATED
P	eu_belarus	0	BATE Borisov	16	Aleksandr Alumona	3	26	66	Unknown	72	69	60	55	0	0	2304000	120000	eu:aleksandralumona	SEASON_APPS_EST_RATING
T	eu_belarus	1	Dinamo Minsk	-1		-1	2010	0	Belarus	0	0	0	55	55	2	0	0	eu_belarus:1	REGISTRY
P	eu_belarus	1	Dinamo Minsk	0	Aleksandar Čanović	0	32	63	Unknown	54	59	62	55	0	0	1521000	80000	eu:aleksandarcanovic	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	1	Aleksandr Sulima	0	28	65	Unknown	72	59	71	55	0	0	2025000	110000	eu:aleksandrsulima	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	2	Andrey Gorbunov	1	23	65	Unknown	66	58	70	55	0	0	2025000	110000	eu:andreygorbunov	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	3	Vitaliy Marakhovskiy	1	22	63	Unknown	57	67	62	55	0	0	1521000	80000	eu:vitaliymarakhovskiy	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	4	Aleksey Gavrilovich	1	33	58	Unknown	59	54	56	55	0	0	576000	50000	eu:alekseygavrilovich	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	5	Dmitriy Molosh	1	20	65	Unknown	56	59	63	55	0	0	2025000	110000	eu:dmitriymolosh	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	6	Oleg Veretilo	1	31	58	Unknown	51	51	54	55	0	0	576000	50000	eu:olegveretilo	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	7	Mikhail Afanasyev	1	32	58	Unknown	66	55	55	55	0	0	576000	50000	eu:mikhailafanasyev	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	8	Oleg Strakhanovich	2	33	66	Unknown	59	61	70	55	0	0	2304000	120000	eu:olegstrakhanovich	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	9	Vyacheslav Hleb	2	30	64	Unknown	71	70	66	55	0	0	1764000	90000	eu:vyacheslavhleb	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	10	Andrey Chukhley	2	27	62	Unknown	58	69	65	55	0	0	1296000	70000	eu:andreychukhley	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	11	Sergey Kislyak	2	27	65	Unknown	69	70	70	55	0	0	2025000	110000	eu:sergeykislyak	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	12	Anton Matveenko	2	33	66	Unknown	64	62	71	55	0	0	2304000	120000	eu:antonmatveenko	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	13	Leonid Kovel	2	23	61	Unknown	69	56	59	55	0	0	1089000	60000	eu:leonidkovel	ESTIMATED
