type	league	clubIndex	club	playerIndex	player	position	age	overall	nationality	speed	resistance	quality	morale	style	formation	value	wage	uid	provenance
P	eu_azerbaijan	0	Neftçi PFK	13	Yacine Hima	2	26	59	Unknown	55	58	61	55	0	0	729000	50000	eu:yacinehima	SEASON_APPS_EST_RATING
P	eu_azerbaijan	0	Neftçi PFK	14	Vladimir Burduli	2	29	57	Unknown	54	58	60	55	0	0	441000	50000	eu:vladimirburduli	SEASON_APPS_EST_RATING
P	eu_azerbaijan	0	Neftçi PFK	15	Bahodir Nasimov	3	23	64	Unknown	68	61	63	55	0	0	1764000	90000	eu:bahodirnasimov	SEASON_APPS_EST_RATING
P	eu_azerbaijan	0	Neftçi PFK	16	Émile Mpenza	3	32	56	Unknown	54	56	58	55	0	0	324000	50000	eu:emilempenza	SEASON_APPS_EST_RATING
P	eu_azerbaijan	0	Neftçi PFK	17	Farid Guliyev	3	24	59	Unknown	63	55	63	55	0	0	729000	50000	eu:faridguliyev	SEASON_APPS_EST_RATING
P	eu_azerbaijan	0	Neftçi PFK	18	Ruslan Gurbanov	3	18	57	Unknown	60	58	60	55	0	0	441000	50000	eu:ruslangurbanov	SEASON_APPS_EST_RATING
P	eu_azerbaijan	0	Neftçi PFK	19	Çavid Hüseynov	2	22	63	Unknown	59	65	64	55	0	0	1521000	80000	eu:cavidhuseynov:09031988	SEASON_ARCHIVE_EST_RATING
P	eu_azerbaijan	0	Neftçi PFK	20	Cavid İmamverdiyev	2	20	62	Unknown	66	64	61	55	0	0	1296000	70000	eu:cavidimamverdiyev:01081990	SEASON_ARCHIVE_EST_RATING
T	eu_azerbaijan	1	Qarabağ FK	-1		-1	2010	0	Azerbaijan	0	0	0	55	55	2	0	0	eu_azerbaijan:1	REGISTRY
P	eu_azerbaijan	1	Qarabağ FK	0	Farhad Valiyev	0	29	59	Unknown	44	61	64	55	0	0	729000	50000	eu:farhadvaliyev	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	1	Bojan Pavlović	0	23	57	Unknown	43	56	60	55	0	0	441000	50000	eu:bojanpavlovic	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	2	Sahil Kerimov	1	30	59	Unknown	56	60	56	55	0	0	729000	50000	eu:sahilkerimov	UNVERIFIED_ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	3	Rashad Sadygov	1	23	66	Unknown	66	67	68	55	0	0	2304000	120000	eu:rashadsadygov	UNVERIFIED_ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	4	Admir Teli	1	29	58	Unknown	58	62	59	55	0	0	576000	50000	eu:admirteli	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	5	Zaur Hashimov	1	28	57	Unknown	55	60	57	55	0	0	441000	50000	eu:zaurhashimov	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	6	Aftandil Hajiyev	1	31	62	Unknown	56	67	63	55	0	0	1296000	70000	eu:aftandilhajiyev	UNVERIFIED_ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	7	Ilgar Gurbanov	1	33	60	Unknown	59	64	63	55	0	0	900000	50000	eu:ilgargurbanov	UNVERIFIED_ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	8	Maksim Medvedev	1	20	57	Unknown	59	60	55	55	0	0	441000	50000	eu:maksimmedvedev	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	9	Samir Abasov	1	32	57	Unknown	56	62	60	55	0	0	441000	50000	eu:samirabasov	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	10	Namig Yusifov	2	23	57	Unknown	55	57	56	55	0	0	441000	50000	eu:namigyusifov	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	11	Elvin Mammadov	2	22	56	Unknown	53	60	56	55	0	0	324000	50000	eu:elvinmammadov	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	12	Devran Ayhan	2	28	58	Unknown	54	61	63	55	0	0	576000	50000	eu:devranayhan	UNVERIFIED_ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	13	Emin Imamaliyev	3	29	58	Unknown	59	55	60	55	0	0	576000	50000	eu:eminimamaliyev	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	14	Nderim Nexhipi	2	31	62	Unknown	62	60	61	55	0	0	1296000	70000	eu:nderimnexhipi	UNVERIFIED_ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	15	Vugar Nadirov	3	23	58	Unknown	63	59	59	55	0	0	576000	50000	eu:vugarnadirov	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	16	Afran Ismayilov	3	21	56	Unknown	61	55	54	55	0	0	324000	50000	eu:afranismayilov	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	17	Andrejs Rubins	2	31	57	Unknown	58	56	62	55	0	0	441000	50000	eu:andrejsrubins	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	18	Giorgi Adamia	3	29	58	Unknown	64	55	57	55	0	0	576000	50000	eu:giorgiadamia	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	19	Rauf Aliyev	3	21	57	Unknown	63	55	56	55	0	0	441000	50000	eu:raufaliyev	SEASON_APPS_EST_RATING
P	eu_azerbaijan	1	Qarabağ FK	20	Tural Isgandarov	3	33	58	Unknown	64	60	56	55	0	0	576000	50000	eu:turalisgandarov	UNVERIFIED_ESTIMATED
T	eu_belarus	0	BATE Borisov	-1		-1	2010	0	Belarus	0	0	0	55	55	2	0	0	eu_belarus:0	REGISTRY
P	eu_belarus	0	BATE Borisov	0	Sergey Veremko	0	27	62	Unknown	43	63	67	55	0	0	1296000	70000	eu:sergeyveremko	SEASON_APPS_EST_RATING
P	eu_belarus	0	BATE Borisov	1	Aleksandr Gutor	0	32	66	Unknown	46	66	70	55	0	0	2304000	120000	eu:aleksandrgutor	UNVERIFIED_ESTIMATED
P	eu_belarus	0	BATE Borisov	2	Roman Stepanov	1	24	62	Unknown	61	65	62	55	0	0	1296000	70000	eu:romanstepanov	UNVERIFIED_ESTIMATED
P	eu_belarus	0	BATE Borisov	3	Aleksandr Yurevich	1	30	61	Unknown	61	64	63	55	0	0	1089000	60000	eu:aleksandryurevich	SEASON_APPS_EST_RATING
P	eu_belarus	0	BATE Borisov	4	Sergey Sosnovskiy	1	28	61	Unknown	57	65	63	55	0	0	1089000	60000	eu:sergeysosnovskiy	SEASON_APPS_EST_RATING
P	eu_belarus	0	BATE Borisov	5	Maksim Bordachev	1	22	69	Unknown	68	69	70	55	0	0	3249000	180000	eu:maksimbordachev	UNVERIFIED_ESTIMATED
P	eu_belarus	0	BATE Borisov	6	Aleksandr Pavlov	2	25	61	Unknown	63	63	62	55	0	0	1089000	60000	eu:aleksandrpavlov	SEASON_APPS_EST_RATING
P	eu_belarus	0	BATE Borisov	7	Dmitri Likhtarovich	2	32	60	Unknown	58	58	63	55	0	0	900000	50000	eu:dmitrilikhtarovich	SEASON_APPS_EST_RATING
P	eu_belarus	0	BATE Borisov	8	Renan Bressan	2	21	60	Unknown	60	61	59	55	0	0	900000	50000	eu:renanbressan	SEASON_APPS_EST_RATING
P	eu_belarus	0	BATE Borisov	9	Pavel Nekhaychik	2	24	62	Unknown	58	65	66	55	0	0	1296000	70000	eu:pavelnekhaychik	UNVERIFIED_ESTIMATED
P	eu_belarus	0	BATE Borisov	10	Igor Stasevich	2	24	61	Unknown	58	64	61	55	0	0	1089000	60000	eu:igorstasevich	SEASON_APPS_EST_RATING
P	eu_belarus	0	BATE Borisov	11	Aleksandr Volodko	2	22	67	Unknown	66	68	67	55	0	0	2601000	140000	eu:aleksandrvolodko	UNVERIFIED_ESTIMATED
P	eu_belarus	0	BATE Borisov	12	Aleksandr Karnitskiy	2	32	68	Unknown	67	70	73	55	0	0	2916000	160000	eu:aleksandrkarnitskiy	UNVERIFIED_ESTIMATED
P	eu_belarus	0	BATE Borisov	13	Vitali Rodionov	2	32	70	Unknown	67	74	71	55	0	0	3600000	200000	eu:vitalirodionov	UNVERIFIED_ESTIMATED
P	eu_belarus	0	BATE Borisov	14	Maksim Skavysh	3	20	60	Unknown	58	59	60	55	0	0	900000	50000	eu:maksimskavysh	SEASON_APPS_EST_RATING
P	eu_belarus	0	BATE Borisov	15	Artem Kontsevoy	3	32	70	Unknown	74	71	74	55	0	0	3600000	200000	eu:artemkontsevoy	UNVERIFIED_ESTIMATED
P	eu_belarus	0	BATE Borisov	16	Aleksandr Alumona	3	26	61	Unknown	63	63	59	55	0	0	1089000	60000	eu:aleksandralumona	SEASON_APPS_EST_RATING
T	eu_belarus	1	Dinamo Minsk	-1		-1	2010	0	Belarus	0	0	0	55	55	2	0	0	eu_belarus:1	REGISTRY
P	eu_belarus	1	Dinamo Minsk	0	Aleksandar Čanović	0	32	63	Unknown	44	63	67	55	0	0	1521000	80000	eu:aleksandarcanovic	UNVERIFIED_ESTIMATED
P	eu_belarus	1	Dinamo Minsk	1	Aleksandr Sulima	0	30	60	Unknown	40	58	63	55	0	0	900000	50000	eu:aleksandrsulima	SEASON_APPS_EST_RATING
P	eu_belarus	1	Dinamo Minsk	2	Andrey Gorbunov	1	23	65	Unknown	67	67	68	55	0	0	2025000	110000	eu:andreygorbunov	UNVERIFIED_ESTIMATED
P	eu_belarus	1	Dinamo Minsk	3	Vitaliy Marakhovskiy	1	22	63	Unknown	59	67	62	55	0	0	1521000	80000	eu:vitaliymarakhovskiy	UNVERIFIED_ESTIMATED
P	eu_belarus	1	Dinamo Minsk	4	Aleksey Gavrilovich	1	20	58	Unknown	56	58	56	55	0	0	576000	50000	eu:alekseygavrilovich	SEASON_APPS_EST_RATING
P	eu_belarus	1	Dinamo Minsk	5	Dmitriy Molosh	1	20	65	Unknown	60	70	68	55	0	0	2025000	110000	eu:dmitriymolosh	UNVERIFIED_ESTIMATED
P	eu_belarus	1	Dinamo Minsk	6	Oleg Veretilo	1	31	58	Unknown	52	61	60	55	0	0	576000	50000	eu:olegveretilo	UNVERIFIED_ESTIMATED
