type	league	clubIndex	club	playerIndex	player	position	age	overall	nationality	speed	resistance	quality	morale	style	formation	value	wage	uid	provenance
P	eu_austria	0	Austria Wien	9	Szabolcs Sáfár	2	24	62	Unknown	62	56	63	55	0	0	1296000	70000	eu:szabolcssafar	ESTIMATED
P	eu_austria	0	Austria Wien	10	Heinz Lindner	2	29	66	Unknown	60	68	60	55	0	0	2304000	120000	eu:heinzlindner	ESTIMATED
P	eu_austria	0	Austria Wien	11	Manuel Ortlechner	2	22	65	Unknown	64	66	69	55	0	0	2025000	110000	eu:manuelortlechner	ESTIMATED
P	eu_austria	0	Austria Wien	12	Markus Suttner	2	20	66	Unknown	62	71	70	55	0	0	2304000	120000	eu:markussuttner	ESTIMATED
P	eu_austria	0	Austria Wien	13	Florian Klein	2	24	63	Unknown	59	67	66	55	0	0	1521000	80000	eu:florianklein	ESTIMATED
P	eu_austria	0	Austria Wien	14	Tomáš Jun	2	23	68	Unknown	73	69	63	55	0	0	2916000	160000	eu:tomasjun	ESTIMATED
P	eu_austria	0	Austria Wien	15	Nacer Barazite	3	25	67	Unknown	60	67	62	55	0	0	2601000	140000	eu:nacerbarazite	ESTIMATED
T	eu_austria	1	Rapid Wien	-1		-1	2010	0	Austria	0	0	0	55	55	2	0	0	eu_austria:1	REGISTRY
P	eu_austria	1	Rapid Wien	0	Steffen Hofmann	2	20	76	Unknown	72	78	61	55	0	0	6084000	330000	eu:steffenhofmann	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	1	Hamdi Salihi	3	23	74	Unknown	78	71	77	55	0	0	5184000	280000	eu:hamdisalihi	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	2	Jan Vennegoor of Hesselink	1	31	70	Unknown	68	72	76	55	0	0	3600000	200000	eu:janvennegoorofhesselink	ESTIMATED
P	eu_austria	1	Rapid Wien	3	Markus Heikkinen	2	32	71	Unknown	65	60	71	55	0	0	3969000	220000	eu:markusheikkinen	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	4	Veli Kavlak	2	30	71	Unknown	73	52	71	55	0	0	3969000	220000	eu:velikavlak	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	5	Ragnvald Soma	1	29	70	Unknown	63	75	58	55	0	0	3600000	200000	eu:ragnvaldsoma	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	6	Christoph Saurer	2	22	67	Unknown	73	63	65	55	0	0	2601000	140000	eu:christophsaurer	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	7	Christopher Drazan	2	22	67	Unknown	76	59	66	55	0	0	2601000	140000	eu:christopherdrazan	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	8	Mario Sonnleitner	1	22	67	Unknown	59	78	58	55	0	0	2601000	140000	eu:mariosonnleitner	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	9	Yaşin Pehlivan	2	24	67	Unknown	79	60	63	55	0	0	2601000	140000	eu:yasinpehlivan	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	10	Christopher Trimmel	3	28	65	Unknown	77	64	63	55	0	0	2025000	110000	eu:christophertrimmel	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	11	Atdhe Nuhiu	3	23	64	Unknown	76	53	61	55	0	0	1764000	90000	eu:atdhenuhiu	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	12	Markus Katzer	1	33	64	Unknown	70	36	61	55	0	0	1764000	90000	eu:markuskatzer	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	13	Thomas Hinum	2	31	64	Unknown	74	42	60	55	0	0	1764000	90000	eu:thomashinum	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	14	Jürgen Patocka	1	32	63	Unknown	70	58	61	55	0	0	1521000	80000	eu:jurgenpatocka	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	15	Tanju Kayhan	1	20	63	Unknown	70	60	61	55	0	0	1521000	80000	eu:tanjukayhan	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	16	Andreas Dober	1	31	62	Unknown	64	52	62	55	0	0	1296000	70000	eu:andreasdober	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	17	René Gartler	3	20	62	Unknown	74	52	58	55	0	0	1296000	70000	eu:renegartler	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	18	Hannes Eder	1	22	61	Unknown	80	44	64	55	0	0	1089000	60000	eu:hanneseder	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	1	Rapid Wien	19	Stefan Kulovits	2	20	60	Unknown	74	52	58	55	0	0	900000	50000	eu:stefankulovits	FIFA11_RATING_EST_AGE_ECONOMY
T	eu_austria	2	Red Bull Salzburg	-1		-1	2010	0	Austria	0	0	0	55	55	2	0	0	eu_austria:2	REGISTRY
P	eu_austria	2	Red Bull Salzburg	0	Christoph Leitgeb	2	28	73	Unknown	83	68	71	55	0	0	4761000	260000	eu:christophleitgeb	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	2	Red Bull Salzburg	1	Ibrahim Sekagya	1	22	73	Unknown	74	77	66	55	0	0	4761000	260000	eu:ibrahimsekagya	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	2	Red Bull Salzburg	2	Rabiu Afolabi	1	32	73	Unknown	70	60	71	55	0	0	4761000	260000	eu:rabiuafolabi	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	2	Red Bull Salzburg	3	David Mendes da Silva	2	24	72	Unknown	73	64	71	55	0	0	4356000	240000	eu:davidmendesdasilva	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	2	Red Bull Salzburg	4	Jakob Jantscher	2	30	72	Unknown	78	62	68	55	0	0	4356000	240000	eu:jakobjantscher	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	2	Red Bull Salzburg	5	Dušan Švento	2	31	71	Unknown	72	78	56	55	0	0	3969000	220000	eu:dusansvento	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	2	Red Bull Salzburg	6	Gonzalo Zárate	2	23	70	Unknown	67	52	64	55	0	0	3600000	200000	eu:gonzalozarate	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	2	Red Bull Salzburg	7	Johan Vonlanthen	2	22	69	Unknown	66	60	67	55	0	0	3249000	180000	eu:johanvonlanthen	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	2	Red Bull Salzburg	8	Nikola Pokrivač	2	26	68	Unknown	77	62	62	55	0	0	2916000	160000	eu:nikolapokrivac	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	2	Red Bull Salzburg	9	Simon Cziommer	2	31	68	Unknown	65	76	62	55	0	0	2916000	160000	eu:simoncziommer	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	2	Red Bull Salzburg	10	Franz Schiemer	2	20	67	Unknown	55	70	63	55	0	0	2601000	140000	eu:franzschiemer	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	2	Red Bull Salzburg	11	Roman Wallner	3	33	67	Unknown	65	76	46	55	0	0	2601000	140000	eu:romanwallner	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	2	Red Bull Salzburg	12	Andreas Ulmer	1	25	65	Unknown	75	56	61	55	0	0	2025000	110000	eu:andreasulmer	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	2	Red Bull Salzburg	13	Christian Schwegler	1	26	65	Unknown	60	72	52	55	0	0	2025000	110000	eu:christianschwegler	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	2	Red Bull Salzburg	14	Louis Clément Ngwat-Mahop	2	21	71	Unknown	62	73	74	55	0	0	3969000	220000	eu:louisclementngwatmahop	ESTIMATED
P	eu_austria	2	Red Bull Salzburg	15	Milan Dudić	1	25	65	Unknown	82	50	61	55	0	0	2025000	110000	eu:milandudic	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	2	Red Bull Salzburg	16	Thomas Augustinussen	2	29	65	Unknown	68	82	47	55	0	0	2025000	110000	eu:thomasaugustinussen	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	2	Red Bull Salzburg	17	Robin Nelisse	3	25	64	Unknown	80	41	63	55	0	0	1764000	90000	eu:robinnelisse	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	2	Red Bull Salzburg	18	Stefan Hierländer	3	33	60	Unknown	65	69	54	55	0	0	900000	50000	eu:stefanhierlander	FIFA11_RATING_EST_AGE_ECONOMY
T	eu_austria	3	Sturm Graz	-1		-1	2010	0	Austria	0	0	0	55	55	2	0	0	eu_austria:3	REGISTRY
P	eu_austria	3	Sturm Graz	0	Andreas Hölzl	2	26	69	Unknown	61	69	64	55	0	0	3249000	180000	eu:andreasholzl	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	3	Sturm Graz	1	Imre Szabics	3	31	69	Unknown	67	65	68	55	0	0	3249000	180000	eu:imreszabics	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	3	Sturm Graz	2	Samir Muratović	2	30	67	Unknown	72	72	61	55	0	0	2601000	140000	eu:samirmuratovic	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	3	Sturm Graz	3	Mario Kienzl	2	24	66	Unknown	72	61	64	55	0	0	2304000	120000	eu:mariokienzl	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	3	Sturm Graz	4	Joachim Standfest	1	33	65	Unknown	71	66	62	55	0	0	2025000	110000	eu:joachimstandfest	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	3	Sturm Graz	5	Manuel Weber	2	29	65	Unknown	73	66	65	55	0	0	2025000	110000	eu:manuelweber	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	3	Sturm Graz	6	Klaus Salmutter	2	24	64	Unknown	65	58	60	55	0	0	1764000	90000	eu:klaussalmutter	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	3	Sturm Graz	7	Mario Haas	3	26	64	Unknown	69	58	63	55	0	0	1764000	90000	eu:mariohaas	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	3	Sturm Graz	8	Timo Perthel	1	29	63	Unknown	79	54	61	55	0	0	1521000	80000	eu:timoperthel	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	3	Sturm Graz	9	Thomas Burgstaller	1	33	62	Unknown	62	64	55	55	0	0	1296000	70000	eu:thomasburgstaller	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_austria	3	Sturm Graz	10	Christian Gratzei	2	33	64	Unknown	68	66	69	55	0	0	1764000	90000	eu:christiangratzei	ESTIMATED
P	eu_austria	3	Sturm Graz	11	Gordon Schildenfeld	2	25	67	Unknown	69	72	67	55	0	0	2601000	140000	eu:gordonschildenfeld	ESTIMATED
P	eu_austria	3	Sturm Graz	12	Ferdinand Feldhofer	2	33	70	Unknown	74	63	67	55	0	0	3600000	200000	eu:ferdinandfeldhofer	ESTIMATED
P	eu_austria	3	Sturm Graz	13	Mario Klem	2	31	66	Unknown	67	70	60	55	0	0	2304000	120000	eu:marioklem	ESTIMATED
P	eu_austria	3	Sturm Graz	14	Haris Bukva	2	27	62	Unknown	63	69	61	55	0	0	1296000	70000	eu:harisbukva	ESTIMATED
P	eu_austria	3	Sturm Graz	15	Roman Kienast	3	26	68	Unknown	76	67	73	55	0	0	2916000	160000	eu:romankienast	ESTIMATED
P	eu_austria	3	Sturm Graz	16	Patrick Wolf	3	21	68	Unknown	71	63	69	55	0	0	2916000	160000	eu:patrickwolf	ESTIMATED
T	eu_azerbaijan	0	Neftçi PFK	-1		-1	2010	0	Azerbaijan	0	0	0	55	55	2	0	0	eu_azerbaijan:0	REGISTRY
P	eu_azerbaijan	0	Neftçi PFK	0	Rauf Mehdiyev	0	26	59	Unknown	66	53	54	55	0	0	729000	50000	eu:raufmehdiyev	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	1	Paulius Grybauskas	0	28	64	Unknown	61	65	67	55	0	0	1764000	90000	eu:pauliusgrybauskas	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	2	Emil Balayev	1	29	63	Unknown	62	66	63	55	0	0	1521000	80000	eu:emilbalayev	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	3	Ruslan Abishov	1	28	60	Unknown	65	60	66	55	0	0	900000	50000	eu:ruslanabishov	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	4	Igor Mitreski	1	20	58	Unknown	59	54	63	55	0	0	576000	50000	eu:igormitreski	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	5	Mahir Shukurov	1	24	58	Unknown	65	62	64	55	0	0	576000	50000	eu:mahirshukurov	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	6	Rail Melikov	1	25	60	Unknown	58	63	56	55	0	0	900000	50000	eu:railmelikov	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	7	Slavčo Georgievski	1	24	63	Unknown	65	63	67	55	0	0	1521000	80000	eu:slavcogeorgievski	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	8	Flavinho	2	20	59	Unknown	54	58	59	55	0	0	729000	50000	eu:flavinho	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	9	Rashad Abdullayev	2	29	62	Unknown	65	65	59	55	0	0	1296000	70000	eu:rashadabdullayev	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	10	Rodriguinho	2	31	58	Unknown	58	61	64	55	0	0	576000	50000	eu:rodriguinho	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	11	Elmar Bakhshiyev	2	27	62	Unknown	68	67	61	55	0	0	1296000	70000	eu:elmarbakhshiyev	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	12	Amit Guluzade	2	28	66	Unknown	73	63	60	55	0	0	2304000	120000	eu:amitguluzade	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	13	Yacine Hima	2	30	66	Unknown	66	70	60	55	0	0	2304000	120000	eu:yacinehima	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	14	Vladimir Burduli	2	23	66	Unknown	65	67	63	55	0	0	2304000	120000	eu:vladimirburduli	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	15	Bahodir Nasimov	3	29	59	Unknown	66	60	60	55	0	0	729000	50000	eu:bahodirnasimov	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	16	Émile Mpenza	3	23	59	Unknown	50	55	61	55	0	0	729000	50000	eu:emilempenza	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	17	Farid Guliyev	3	23	61	Unknown	63	61	58	55	0	0	1089000	60000	eu:faridguliyev	ESTIMATED
P	eu_azerbaijan	0	Neftçi PFK	18	Ruslan Gurbanov	3	28	65	Unknown	69	62	62	55	0	0	2025000	110000	eu:ruslangurbanov	ESTIMATED
T	eu_azerbaijan	1	Qarabağ FK	-1		-1	2010	0	Azerbaijan	0	0	0	55	55	2	0	0	eu_azerbaijan:1	REGISTRY
P	eu_azerbaijan	1	Qarabağ FK	0	Farhad Valiyev	0	25	61	Unknown	64	58	58	55	0	0	1089000	60000	eu:farhadvaliyev	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	1	Bojan Pavlović	0	26	60	Unknown	65	60	59	55	0	0	900000	50000	eu:bojanpavlovic	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	2	Sahil Kerimov	1	30	59	Unknown	67	58	56	55	0	0	729000	50000	eu:sahilkerimov	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	3	Rashad Sadygov	1	23	66	Unknown	67	67	61	55	0	0	2304000	120000	eu:rashadsadygov	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	4	Admir Teli	1	32	65	Unknown	56	68	65	55	0	0	2025000	110000	eu:admirteli	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	5	Zaur Hashimov	1	21	63	Unknown	71	61	57	55	0	0	1521000	80000	eu:zaurhashimov	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	6	Aftandil Hajiyev	1	31	62	Unknown	56	68	59	55	0	0	1296000	70000	eu:aftandilhajiyev	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	7	Ilgar Gurbanov	1	33	60	Unknown	51	55	56	55	0	0	900000	50000	eu:ilgargurbanov	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	8	Maksim Medvedev	2	26	58	Unknown	63	51	53	55	0	0	576000	50000	eu:maksimmedvedev	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	9	Samir Abasov	2	22	66	Unknown	61	66	71	55	0	0	2304000	120000	eu:samirabasov	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	10	Namig Yusifov	2	28	66	Unknown	70	64	72	55	0	0	2304000	120000	eu:namigyusifov	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	11	Elvin Mammadov	2	29	62	Unknown	63	69	66	55	0	0	1296000	70000	eu:elvinmammadov	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	12	Devran Ayhan	2	28	58	Unknown	58	62	63	55	0	0	576000	50000	eu:devranayhan	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	13	Emin Imamaliyev	2	25	58	Unknown	62	62	54	55	0	0	576000	50000	eu:eminimamaliyev	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	14	Nderim Nexhipi	2	31	62	Unknown	63	66	57	55	0	0	1296000	70000	eu:nderimnexhipi	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	15	Vugar Nadirov	3	26	65	Unknown	70	69	67	55	0	0	2025000	110000	eu:vugarnadirov	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	16	Afran Ismayilov	3	32	62	Unknown	58	55	60	55	0	0	1296000	70000	eu:afranismayilov	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	17	Andrejs Rubins	3	25	63	Unknown	54	64	65	55	0	0	1521000	80000	eu:andrejsrubins	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	18	Giorgi Adamia	3	24	60	Unknown	55	53	56	55	0	0	900000	50000	eu:giorgiadamia	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	19	Rauf Aliyev	3	31	60	Unknown	66	60	54	55	0	0	900000	50000	eu:raufaliyev	ESTIMATED
P	eu_azerbaijan	1	Qarabağ FK	20	Tural Isgandarov	3	33	58	Unknown	57	63	55	55	0	0	576000	50000	eu:turalisgandarov	ESTIMATED
T	eu_belarus	0	BATE Borisov	-1		-1	2010	0	Belarus	0	0	0	55	55	2	0	0	eu_belarus:0	REGISTRY
P	eu_belarus	0	BATE Borisov	0	Sergey Veremko	0	32	62	Unknown	59	65	68	55	0	0	1296000	70000	eu:sergeyveremko	ESTIMATED
P	eu_belarus	0	BATE Borisov	1	Aleksandr Gutor	0	32	66	Unknown	63	61	69	55	0	0	2304000	120000	eu:aleksandrgutor	ESTIMATED
P	eu_belarus	0	BATE Borisov	2	Roman Stepanov	1	24	62	Unknown	61	65	58	55	0	0	1296000	70000	eu:romanstepanov	ESTIMATED
P	eu_belarus	0	BATE Borisov	3	Aleksandr Yurevich	1	20	62	Unknown	61	57	56	55	0	0	1296000	70000	eu:aleksandryurevich	ESTIMATED
P	eu_belarus	0	BATE Borisov	4	Sergey Sosnovskiy	1	21	66	Unknown	67	64	72	55	0	0	2304000	120000	eu:sergeysosnovskiy	ESTIMATED
P	eu_belarus	0	BATE Borisov	5	Maksim Bordachev	1	22	69	Unknown	69	71	73	55	0	0	3249000	180000	eu:maksimbordachev	ESTIMATED
P	eu_belarus	0	BATE Borisov	6	Aleksandr Pavlov	1	29	70	Unknown	74	64	69	55	0	0	3600000	200000	eu:aleksandrpavlov	ESTIMATED
P	eu_belarus	0	BATE Borisov	7	Dmitri Likhtarovich	1	31	65	Unknown	69	69	60	55	0	0	2025000	110000	eu:dmitrilikhtarovich	ESTIMATED
P	eu_belarus	0	BATE Borisov	8	Renan Bressan	2	32	65	Unknown	61	61	61	55	0	0	2025000	110000	eu:renanbressan	ESTIMATED
P	eu_belarus	0	BATE Borisov	9	Pavel Nekhaychik	2	24	62	Unknown	63	66	60	55	0	0	1296000	70000	eu:pavelnekhaychik	ESTIMATED
P	eu_belarus	0	BATE Borisov	10	Igor Stasevich	2	32	63	Unknown	62	64	69	55	0	0	1521000	80000	eu:igorstasevich	ESTIMATED
P	eu_belarus	0	BATE Borisov	11	Aleksandr Volodko	2	22	67	Unknown	60	63	62	55	0	0	2601000	140000	eu:aleksandrvolodko	ESTIMATED
P	eu_belarus	0	BATE Borisov	12	Aleksandr Karnitskiy	2	32	68	Unknown	74	75	65	55	0	0	2916000	160000	eu:aleksandrkarnitskiy	ESTIMATED
P	eu_belarus	0	BATE Borisov	13	Vitali Rodionov	2	32	70	Unknown	66	77	67	55	0	0	3600000	200000	eu:vitalirodionov	ESTIMATED
P	eu_belarus	0	BATE Borisov	14	Maksim Skavysh	2	25	63	Unknown	58	56	63	55	0	0	1521000	80000	eu:maksimskavysh	ESTIMATED
P	eu_belarus	0	BATE Borisov	15	Artem Kontsevoy	3	32	70	Unknown	61	73	69	55	0	0	3600000	200000	eu:artemkontsevoy	ESTIMATED
P	eu_belarus	0	BATE Borisov	16	Aleksandr Alumona	3	32	66	Unknown	72	69	60	55	0	0	2304000	120000	eu:aleksandralumona	ESTIMATED
T	eu_belarus	1	Dinamo Minsk	-1		-1	2010	0	Belarus	0	0	0	55	55	2	0	0	eu_belarus:1	REGISTRY
P	eu_belarus	1	Dinamo Minsk	0	Aleksandar Čanović	0	32	63	Unknown	54	59	62	55	0	0	1521000	80000	eu:aleksandarcanovic	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	1	Aleksandr Sulima	0	28	65	Unknown	72	59	71	55	0	0	2025000	110000	eu:aleksandrsulima	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	2	Andrey Gorbunov	1	23	65	Unknown	66	58	70	55	0	0	2025000	110000	eu:andreygorbunov	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	3	Vitaliy Marakhovskiy	1	22	63	Unknown	57	67	62	55	0	0	1521000	80000	eu:vitaliymarakhovskiy	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	4	Aleksey Gavrilovich	1	33	58	Unknown	59	54	56	55	0	0	576000	50000	eu:alekseygavrilovich	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	5	Dmitriy Molosh	1	20	65	Unknown	56	59	63	55	0	0	2025000	110000	eu:dmitriymolosh	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	6	Oleg Veretilo	1	31	58	Unknown	51	51	54	55	0	0	576000	50000	eu:olegveretilo	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	7	Mikhail Afanasyev	1	32	58	Unknown	66	55	55	55	0	0	576000	50000	eu:mikhailafanasyev	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	8	Oleg Strakhanovich	2	33	66	Unknown	59	61	70	55	0	0	2304000	120000	eu:olegstrakhanovich	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	9	Vyacheslav Hleb	2	30	64	Unknown	71	70	66	55	0	0	1764000	90000	eu:vyacheslavhleb	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	10	Andrey Chukhley	2	27	62	Unknown	58	69	65	55	0	0	1296000	70000	eu:andreychukhley	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	11	Sergey Kislyak	2	27	65	Unknown	69	70	70	55	0	0	2025000	110000	eu:sergeykislyak	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	12	Anton Matveenko	2	33	66	Unknown	64	62	71	55	0	0	2304000	120000	eu:antonmatveenko	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	13	Leonid Kovel	2	23	61	Unknown	69	56	59	55	0	0	1089000	60000	eu:leonidkovel	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	14	Aleksandr Sazankov	2	24	60	Unknown	69	58	63	55	0	0	900000	50000	eu:aleksandrsazankov	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	15	Rafael Ledesma	3	27	66	Unknown	64	59	69	55	0	0	2304000	120000	eu:rafaelledesma	ESTIMATED
P	eu_belarus	1	Dinamo Minsk	16	Robert Zebelyan	3	28	61	Unknown	60	63	66	55	0	0	1089000	60000	eu:robertzebelyan	ESTIMATED
T	eu_belgium	0	Club Brugge KV	-1		-1	2010	0	Belgium	0	0	0	55	55	2	0	0	eu_belgium:0	REGISTRY
P	eu_belgium	0	Club Brugge KV	0	Ivan Perišić	2	28	82	Unknown	87	64	81	55	0	0	9216000	510000	eu:ivanperisic	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_belgium	0	Club Brugge KV	1	Carl Hoefkens	1	26	73	Unknown	79	60	72	55	0	0	4761000	260000	eu:carlhoefkens	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_belgium	0	Club Brugge KV	2	Marcos Camozzato	1	25	72	Unknown	72	70	61	55	0	0	4356000	240000	eu:marcoscamozzato	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_belgium	0	Club Brugge KV	3	Nabil Dirar	3	28	72	Unknown	74	72	66	55	0	0	4356000	240000	eu:nabildirar	FIFA11_RATING_EST_AGE_ECONOMY
P	eu_belgium	0	Club Brugge KV	4	Wilfried Dalmat	3	29	72	Unknown	80	66	71	55	0	0	4356000	240000	eu:wilfrieddalmat	FIFA11_RATING_EST_AGE_ECONOMY
