club_id	player	identity_key	position	dob	appearances	source_url
eu_austria_austria-wien	Emir Dilaver	emirdilaver	MID	07.05.1991	3	https://www.eurofotbal.cz/kluby/rakousko/austria-viden/soupiska/2010-2011/
eu_austria_austria-wien	Alexander Gorgon	alexandergorgon	MID	28.10.1988	3	https://www.eurofotbal.cz/kluby/rakousko/austria-viden/soupiska/2010-2011/
eu_austria_austria-wien	Peter Hlinka	peterhlinka	MID	05.12.1978	29	https://www.eurofotbal.cz/kluby/rakousko/austria-viden/soupiska/2010-2011/
eu_austria_austria-wien	Zlatko Junuzović	zlatkojunuzovic	MID	26.09.1987	34	https://www.eurofotbal.cz/kluby/rakousko/austria-viden/soupiska/2010-2011/
eu_austria_austria-wien	Florian Klein	florianklein	MID	17.11.1986	40	https://www.eurofotbal.cz/kluby/rakousko/austria-viden/soupiska/2010-2011/
eu_austria_austria-wien	Michael Liendl	michaelliendl	MID	25.10.1985	34	https://www.eurofotbal.cz/kluby/rakousko/austria-viden/soupiska/2010-2011/
eu_austria_austria-wien	Patrick Salomon	patricksalomon	MID	10.06.1988	9	https://www.eurofotbal.cz/kluby/rakousko/austria-viden/soupiska/2010-2011/
eu_austria_austria-wien	Marko Stanković	markostankovic	MID	17.02.1986	32	https://www.eurofotbal.cz/kluby/rakousko/austria-viden/soupiska/2010-2011/
eu_austria_austria-wien	Petr Voříšek	petrvorisek	MID	19.03.1979	11	https://www.eurofotbal.cz/kluby/rakousko/austria-viden/soupiska/2010-2011/
eu_austria_austria-wien	Tomáš Jun	tomasjun	ATT	17.01.1983	30	https://www.eurofotbal.cz/kluby/rakousko/austria-viden/soupiska/2010-2011/
eu_austria_austria-wien	Roland Linz	rolandlinz	ATT	09.08.1981	40	https://www.eurofotbal.cz/kluby/rakousko/austria-viden/soupiska/2010-2011/
eu_austria_austria-wien	Schumacher	schumacher	ATT	31.08.1986	14	https://www.eurofotbal.cz/kluby/rakousko/austria-viden/soupiska/2010-2011/
eu_austria_austria-wien	Dario Tadic	dariotadic	ATT	11.05.1990	17	https://www.eurofotbal.cz/kluby/rakousko/austria-viden/soupiska/2010-2011/
eu_austria_austria-wien	Andreas Tiffner	andreastiffner	ATT	10.02.1991	2	https://www.eurofotbal.cz/kluby/rakousko/austria-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Raimund Hedl	raimundhedl	GK	31.08.1974	30	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Lukas Königshofer	lukaskonigshofer	GK	16.03.1989	0	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Helge Payer	helgepayer	GK	09.08.1979	17	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Thomas Bergmann	thomasbergmann	DEF	20.09.1989	0	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Andreas Dober	andreasdober	DEF	31.03.1986	15	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Hannes Eder	hanneseder	DEF	05.09.1983	3	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Markus Katzer	markuskatzer	DEF	11.12.1979	40	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Tanju Kayhan	tanjukayhan	DEF	22.07.1989	39	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Andrei Lebeděv	andreilebedev	DEF	01.02.1991	0	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Jürgen Patocka	jurgenpatocka	DEF	30.07.1977	23	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Christoph Schößwendter	christophschowendter	DEF	16.07.1988	0	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Thomas Schrammel	thomasschrammel	DEF	05.09.1987	0	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Ragnvald Soma	ragnvaldsoma	DEF	10.11.1979	41	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Mario Sonnleitner	mariosonnleitner	DEF	08.10.1986	41	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Christopher Drazan	christopherdrazan	MID	02.10.1990	29	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Markus Heikkinen	markusheikkinen	MID	13.10.1978	36	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Thomas Hinum	thomashinum	MID	24.07.1987	15	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Dominik Hofbauer	dominikhofbauer	MID	19.09.1990	0	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Steffen Hofmann	steffenhofmann	MID	09.09.1980	34	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Veli Kavlak	velikavlak	MID	03.11.1988	29	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Stefan Kulovits	stefankulovits	MID	19.04.1983	24	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Yasin Pehlivan	yasinpehlivan	MID	05.01.1989	27	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Boris Prokopić	borisprokopic	MID	29.03.1988	12	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Christoph Saurer	christophsaurer	MID	22.01.1986	30	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Michael Schimpelsberger	michaelschimpelsberger	MID	12.02.1991	6	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Fabiano	fabiano	ATT	24.11.1985	1	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	René Gartler	renegartler	ATT	21.10.1985	23	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Nikica Jelavić	nikicajelavic	ATT	27.08.1985	6	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Mario Konrad	mariokonrad	ATT	22.01.1983	0	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Vasil Kuleski	vasilkuleski	ATT	21.03.1993	1	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Atdhe Nuhiu	atdhenuhiu	ATT	29.07.1989	35	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Hamdi Salihi	hamdisalihi	ATT	19.01.1984	39	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Christopher Trimmel	christophertrimmel	ATT	24.02.1987	38	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_rapid-wien	Jan Vennegoor of Hesselink	janvennegoorofhesselink	ATT	07.11.1978	13	https://www.eurofotbal.cz/kluby/rakousko/rapid-viden/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Heinz Arzberger	heinzarzberger	GK	27.08.1972	0	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Eddie Gustafsson	eddiegustafsson	GK	31.01.1977	8	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Niclas Heimann	niclasheimann	GK	12.03.1991	0	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Wolfgang Schober	wolfgangschober	GK	06.07.1989	0	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Gerhard Tremmel	gerhardtremmel	GK	16.11.1978	37	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Alexander Walke	alexanderwalke	GK	06.06.1983	1	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Rabiu Afolabi	rabiuafolabi	DEF	18.04.1980	43	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	László Bodnár	laszlobodnar	DEF	25.02.1979	9	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Douglas	douglas	DEF	07.03.1984	0	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Milan Dudić	milandudic	DEF	01.11.1979	15	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Stefan Hierländer	stefanhierlander	DEF	03.02.1991	24	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Martin Hinteregger	martinhinteregger	DEF	07.09.1992	26	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Ibrahim Sekagya	ibrahimsekagya	DEF	19.12.1980	40	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Franz Schiemer	franzschiemer	DEF	21.03.1986	35	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Christian Schwegler	christianschwegler	DEF	06.06.1984	22	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Andreas Ulmer	andreasulmer	DEF	30.10.1985	10	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Thomas Augustinussen	thomasaugustinussen	MID	20.03.1981	13	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Simon Cziommer	simoncziommer	MID	06.11.1980	29	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Christoph Leitgeb	christophleitgeb	MID	14.04.1985	45	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	David Mendes da Silva	davidmendesdasilva	MID	04.08.1982	30	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Daniel Offenbacher	danieloffenbacher	MID	18.02.1992	4	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Nikola Pokrivać	nikolapokrivac	MID	26.11.1985	13	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Dušan Švento	dusansvento	MID	01.08.1985	38	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Georg Teigl	georgteigl	MID	09.02.1991	8	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Somen Tchoyi	somentchoyi	MID	29.03.1983	1	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Admir Vladavić	admirvladavic	MID	29.06.1982	0	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Alan	alan	ATT	10.07.1989	30	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Alexander Aschauer	alexanderaschauer	ATT	14.03.1992	0	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Joaquín Boghossian	joaquinboghossian	ATT	19.06.1987	24	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Jakob Jantscher	jakobjantscher	ATT	08.01.1989	37	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Marco Meilinger	marcomeilinger	ATT	03.08.1991	0	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Robin Nelisse	robinnelisse	ATT	25.01.1978	0	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Louis Ngwat-Mahop	louisngwatmahop	ATT	16.09.1987	6	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Johan Vonlanthen	johanvonlanthen	ATT	01.02.1986	1	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Roman Wallner	romanwallner	ATT	04.02.1982	40	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_red-bull-salzburg	Gonzalo Zarate	gonzalozarate	ATT	06.08.1984	44	https://www.eurofotbal.cz/kluby/rakousko/red-bull-salzburg/soupiska/2010-2011/
eu_austria_sturm-graz	Daniel Bartosch	danielbartosch	GK	20.05.1990	0	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Silvije Čavlina	silvijecavlina	GK	22.04.1977	10	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Christian Gratzei	christiangratzei	GK	19.09.1981	31	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Thomas Burgstaller	thomasburgstaller	DEF	09.01.1980	21	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Martin Ehrenreich	martinehrenreich	DEF	10.05.1983	19	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Ferdinand Feldhofer	ferdinandfeldhofer	DEF	23.10.1979	22	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Dominic Pürcher	dominicpurcher	DEF	24.06.1988	24	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Gordon Schildenfeld	gordonschildenfeld	DEF	18.03.1985	41	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Haris Bukva	harisbukva	MID	15.03.1988	14	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Sandro Foda	sandrofoda	MID	28.12.1989	6	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Andreas Hölzl	andreasholzl	MID	16.03.1985	36	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Florian Kainz	floriankainz	MID	24.10.1992	15	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Mario Kienzl	mariokienzl	MID	19.12.1983	31	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Christian Klem	christianklem	MID	21.04.1991	21	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Patrick Mevoungou	patrickmevoungou	MID	15.02.1986	13	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Samir Muratović	samirmuratovic	MID	25.02.1976	27	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Timo Perthel	timoperthel	MID	11.02.1989	20	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Klaus Salmutter	klaussalmutter	MID	03.01.1984	16	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Joachim Standfest	joachimstandfest	MID	30.05.1980	37	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Manuel Weber	manuelweber	MID	28.08.1985	39	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Patrick Wolf	patrickwolf	MID	04.05.1981	9	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Mario Haas	mariohaas	ATT	16.09.1974	36	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Dominic Hassler	dominichassler	ATT	30.03.1981	1	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Roman Kienast	romankienast	ATT	29.03.1984	36	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Imre Szabics	imreszabics	ATT	22.03.1981	38	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_austria_sturm-graz	Marvin Weinberger	marvinweinberger	ATT	04.04.1989	6	https://www.eurofotbal.cz/kluby/rakousko/sk-sturm-graz/soupiska/2010-2011/
eu_azerbaijan_neftci-pfk	Rauf Mehdijev	raufmehdijev	GK	17.10.1976	0	https://www.eurofotbal.cz/kluby/azerbajdzan/neftci-baku/soupiska/2010-2011/
eu_azerbaijan_neftci-pfk	Igor Mitreski	igormitreski	DEF	19.02.1979	0	https://www.eurofotbal.cz/kluby/azerbajdzan/neftci-baku/soupiska/2010-2011/
eu_azerbaijan_neftci-pfk	Araz Abdullayev	arazabdullayev	MID	18.04.1992	0	https://www.eurofotbal.cz/kluby/azerbajdzan/neftci-baku/soupiska/2010-2011/
eu_azerbaijan_neftci-pfk	Amit Guluzade	amitguluzade	MID	20.11.1992	0	https://www.eurofotbal.cz/kluby/azerbajdzan/neftci-baku/soupiska/2010-2011/
eu_azerbaijan_neftci-pfk	Émile Mpenza	emilempenza	ATT	04.07.1978	0	https://www.eurofotbal.cz/kluby/azerbajdzan/neftci-baku/soupiska/2010-2011/
eu_azerbaijan_neftci-pfk	Bachodir Nasimov	bachodirnasimov	ATT	02.05.1987	0	https://www.eurofotbal.cz/kluby/azerbajdzan/neftci-baku/soupiska/2010-2011/
eu_azerbaijan_neftci-pfk	Vladimir Voskobojnikov	vladimirvoskobojnikov	ATT	02.02.1983	0	https://www.eurofotbal.cz/kluby/azerbajdzan/neftci-baku/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Bojan Pavlović	bojanpavlovic	GK	08.11.1986	0	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Färhad Väliyev	farhadvaliyev	GK	01.11.1980	4	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Samir Abbasov	samirabbasov	DEF	01.02.1978	4	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Zaur Häşimov	zaurhasimov	DEF	24.11.1981	1	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Maksim Medvedev	maksimmedvedev	DEF	29.09.1989	4	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Farruch Rahimov	farruchrahimov	DEF	22.11.1990	1	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Räşad Färhad Sadiqov	rasadfarhadsadiqov	DEF	16.06.1982	4	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Admir Teli	admirteli	DEF	02.06.1981	4	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Ansi Agolli	ansiagolli	MID	11.10.1982	4	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Arslan Kärimov	arslankarimov	MID	01.01.1974	3	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Elvin Mämmädov	elvinmammadov	MID	18.07.1988	1	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Nderim Nedzipi	nderimnedzipi	MID	22.05.1984	0	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Andrejs Rubins	andrejsrubins	MID	26.11.1978	4	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Räşad Äbülfäz Sadiqov	rasadabulfazsadiqov	MID	08.10.1983	4	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Namiq Yusifov	namiqyusifov	MID	14.08.1986	1	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Giorgi Ademia	giorgiademia	ATT	10.03.1981	4	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Rauf Äliyev	raufaliyev	ATT	12.02.1989	4	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Emin İmamäliyev	eminimamaliyev	ATT	07.08.1980	3	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Äfran Ismayilov	afranismayilov	ATT	08.10.1988	2	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_azerbaijan_qarabag-fk	Vüqar Nadirov	vuqarnadirov	ATT	15.06.1987	4	https://www.eurofotbal.cz/kluby/azerbajdzan/qarabag-agdam/soupiska/2010-2011/
eu_belarus_bate-borisov	Aljaksandr Hutar	aljaksandrhutar	GK	18.04.1989	0	https://www.eurofotbal.cz/kluby/belorusko/bate-borisov/soupiska/2010/
eu_belarus_bate-borisov	Dmytro Ivanov	dmytroivanov	GK	30.09.1989	0	https://www.eurofotbal.cz/kluby/belorusko/bate-borisov/soupiska/2010/
eu_belarus_bate-borisov	Raman Scjapanaw	ramanscjapanaw	GK	06.08.1991	0	https://www.eurofotbal.cz/kluby/belorusko/bate-borisov/soupiska/2010/
eu_belarus_bate-borisov	Sjarhej Veramko	sjarhejveramko	GK	16.10.1982	0	https://www.eurofotbal.cz/kluby/belorusko/bate-borisov/soupiska/2010/
eu_belarus_bate-borisov	Maksim Bardačow	maksimbardacow	DEF	18.05.1986	0	https://www.eurofotbal.cz/kluby/belorusko/bate-borisov/soupiska/2010/
